Date,Open,High,Low,Close,Volume,EMA20,EMA50,RSI,EMA12,EMA26,MACD,MACD_Signal,MACD_Hist,BB_Middle,BB_Std,BB_Upper,BB_Lower
2023-02-23,232.2,232.2,213.2,216.0,276758,216.0,216.0,,216.0,216.0,0.0,0.0,0.0,,,,
2023-02-26,212.0,212.0,204.0,207.5,129624,215.19047619047618,215.66666666666666,0.0,214.6923076923077,215.37037037037038,-0.6780626780626733,-0.13561253561253467,-0.5424501424501387,,,,
2023-02-27,207.0,210.6,203.1,206.0,88701,214.31519274376416,215.2875816993464,0.0,213.35502958579883,214.67626886145408,-1.3212392756552447,-0.3727378836210767,-0.9485013920341681,,,,
2023-02-28,206.0,207.0,203.2,203.7,62491,213.30422200626282,214.83316673074458,0.0,211.86964041875285,213.86321190875375,-1.9935714900009032,-0.696904604897042,-1.2966668851038612,,,,
2023-03-01,205.0,205.9,203.7,204.0,41099,212.41810562471397,214.40833666287224,0.3030084409494407,210.65892650817548,213.13260361921644,-2.4736771110409563,-1.0522591061258249,-1.4214180049151315,,,,
2023-03-02,207.8,207.8,200.0,200.5,57048,211.2830479461698,213.8629116957008,0.2918958797773854,209.09601473768694,212.19685520297818,-3.100840465291242,-1.4619753779589084,-1.6388650873323334,,,,
2023-03-05,202.0,202.0,197.1,197.5,78195,209.97037671320123,213.2212288841047,0.2823378913918049,207.31201247035048,211.10819926201683,-3.7961867916663437,-1.9288176607003955,-1.8673691309659481,,,,
2023-03-07,196.1,199.8,196.1,197.0,40001,208.7351027405154,212.58510226119864,0.2806882248713407,205.7255490133735,210.0631474648304,-4.337598451456898,-2.410573818851696,-1.9270246326052023,,,,
2023-03-09,199.5,202.9,199.2,201.2,67668,208.01747390808538,212.13862766272027,5.286810192462482,205.0293107036237,209.40661802299113,-4.377307319367418,-2.8039205189548406,-1.5733868004125773,,,,
2023-03-12,204.0,204.0,196.0,198.2,58923,207.08247639302965,211.59201481320184,5.090240262296419,203.97864751845083,208.57649816943623,-4.597850650985407,-3.1627065453609537,-1.4351441056244534,,,,
2023-03-13,196.1,198.5,195.1,197.0,45952,206.12224054607444,211.0197789381743,5.009997558539595,202.90500943868918,207.71897978651504,-4.813970347825858,-3.4929593058539345,-1.3210110419719236,,,,
2023-03-14,200.9,200.9,195.0,195.0,57432,205.0629795416864,210.39155231314788,4.8721431235735935,201.6888541404293,206.77683313566206,-5.08797899523276,-3.8119632437297,-1.27601575150306,,,,
2023-03-15,197.0,197.0,192.6,193.2,58388,203.9331719662877,209.71737379106364,4.745582118802687,200.38287658036325,205.77114179227968,-5.388265211916433,-4.127223637367047,-1.2610415745493864,,,,
2023-03-16,192.0,193.0,190.6,192.0,55926,202.7966793980698,209.02257481886508,4.658698499192781,199.09320326030738,204.75105721507379,-5.657853954766409,-4.43334970084692,-1.2245042539194895,,,,
2023-03-19,192.1,193.0,189.7,190.9,72137,201.66366231253937,208.31188561028216,4.575993841896761,197.83271045102933,203.72505297692018,-5.892342525890854,-4.725148265855707,-1.1671942600351466,,,,
2023-03-20,192.0,194.0,190.2,191.4,41833,200.6861706637261,207.64867440987894,5.398098727153126,196.8430626893325,202.81208608974092,-5.9690234004084175,-4.97392329276625,-0.9951001076421679,,,,
2023-03-22,194.5,194.5,190.0,191.5,51533,199.81129726718078,207.01539306047192,5.573316839547175,196.0210530448198,201.97415378679716,-5.953100741977352,-5.16975878260847,-0.7833419593688813,,,,
