Date,Open,High,Low,Close,Volume,EMA20,EMA50,RSI,EMA12,EMA26,MACD,MACD_Signal,MACD_Hist,BB_Middle,BB_Std,BB_Upper,BB_Lower,Wavelet_Smooth
2023-04-20,210.0,210.0,203.05,206.5,630,210.0258837007755,211.4050990219169,43.714072473476584,208.29994971512386,211.02261123791808,-2.722661522794226,-2.625157615484067,-0.09750390731015912,210.21750000000003,4.556668768207113,219.33083753641426,201.1041624635858,207.02837455830385
2023-04-23,203.4,216.0,200.05,212.0,2599,210.21389477689212,211.4284284720378,51.000289749264965,208.8691882204894,211.0950104054797,-2.2258221849903066,-2.545290529385315,0.3194683443950086,210.19250000000002,4.54484308686304,219.2821861737261,201.10281382627394,208.57335689045934
2023-04-24,212.0,212.0,212.0,212.0,10,210.3840000362357,211.45084304176183,51.000289749264965,209.35085157118334,211.16204667174046,-1.8111951005571143,-2.398471443619675,0.5872763430625607,209.91750000000002,4.235261596344428,218.38802319268888,201.44697680731116,211.54413427561838
2023-04-25,209.15,209.15,200.8,207.5,3805,210.10933336611802,211.29590802051626,45.421008501036155,209.06610517561668,210.89078395531524,-1.8246787796985586,-2.283712910835452,0.4590341311368933,209.4475,3.9301960243059137,217.30789204861182,201.58710795138816,210.96537102473496
2023-04-26,204.35,205.0,200.0,204.4,2875,209.56558733124965,211.02548025500585,42.01138465192898,208.34824284090644,210.40998514381042,-2.06174230290398,-2.2393187892491575,0.17757648634517764,208.84249999999997,3.7127190702682134,216.2679381405364,201.41706185946356,206.7439575971731
2023-04-27,201.7,207.0,200.05,201.5,3365,208.79743615684492,210.65193200971152,39.057616385887385,207.2946670192285,209.7499862442689,-2.455319225040398,-2.282518876407406,-0.17280034863299232,208.24249999999998,3.8860165980083687,216.0145331960167,200.47046680398324,203.20798586572437
2023-04-30,198.55,200.0,196.5,197.5,4073,207.72148985619305,210.136169970115,35.36426415861742,205.78779517011642,208.84257985580453,-3.054784685688105,-2.436972038263546,-0.6178126474245591,207.54249999999996,4.483369122011616,216.50923824402318,198.57576175597674,200.04671378091874
2023-05-02,200.45,202.5,194.5,202.0,2010,207.17658606036514,209.8171044810909,42.00810881591197,205.205057451637,208.3357220887079,-3.1306646370709075,-2.5757105580250186,-0.5549540790458889,207.06749999999997,4.5448430868631,216.15718617372616,197.97781382627377,199.0402120141343
2023-05-03,205.0,205.0,193.5,199.45,1490,206.44072072128273,209.41055136418538,39.528573684263556,204.319663997539,207.6775204525073,-3.3578564549682994,-2.732139737413675,-0.6257167175546243,206.5375,4.790172917436727,216.11784583487344,196.95715416512655,200.46279151943463
2023-05-04,196.5,197.9,193.6,197.85,1200,205.62255684306535,208.95719640872713,38.01247399942578,203.3243310748407,206.9495559745438,-3.625224899703113,-2.910756769871563,-0.7144681298315501,205.86999999999998,5.030391844107201,215.93078368821438,195.80921631178558,199.48530035335685
2023-05-07,194.9,203.75,192.4,203.0,5000,205.37278952467818,208.72358086328686,45.286621101400414,203.27443398640366,206.65699627272576,-3.3825622863220985,-3.0051178731616703,-0.3774444131604282,205.57,5.012783657809018,215.59556731561804,195.54443268438195,199.48286219081274
2023-05-08,199.95,199.95,191.5,194.45,6210,204.3325238556612,208.16383259413837,37.432909800892105,201.9168287577262,205.75277432659794,-3.8359455688717503,-3.1712834123036866,-0.6646621565680637,204.6925,5.352527071639056,215.39755414327811,193.98744585672188,199.58989399293287
2023-05-09,192.0,199.95,189.2,197.0,1110,203.63418825036013,207.7260352375055,40.73408632009814,201.16039356422988,205.10442067277586,-3.9440271085459813,-3.325832151552146,-0.6181949569938352,204.3675,5.619427649259364,215.60635529851874,193.12864470148128,196.3639575971731
2023-05-10,194.1,199.75,190.5,199.5,2163,203.24045603604011,207.4034456203484,43.86138250094304,200.90494840050218,204.6892784007184,-3.7843300002162152,-3.41753172128496,-0.36679827893125516,204.3175,5.659953389244344,215.6374067784887,192.9975932215113,196.90268551236744
2023-05-11,196.55,196.55,190.0,193.0,2700,202.2651745087982,206.83860461562887,38.21516276948642,199.68880249273263,203.8234059265911,-4.134603433858473,-3.560946063799663,-0.5736573700588101,203.215,5.606647839841358,214.42829567968272,192.0017043203173,197.34590106007064
2023-05-14,190.35,193.15,185.5,188.95,3160,200.99706265081744,206.13709070913362,35.17668077903231,198.03667903231224,202.72167215425102,-4.684993121938788,-3.7857554754274885,-0.8992376465112999,202.1375,6.174882803064118,214.48726560612823,189.78773439387174,192.28187279151942
2023-05-15,186.5,190.0,183.5,186.5,1883,199.61639001740625,205.36700872054016,33.44431725091077,196.26180533503344,201.52006680949168,-5.258261474458237,-4.080256675233638,-1.178004799224599,201.1275,6.987836706886009,215.10317341377203,187.15182658622797,187.7930388692579
2023-05-16,184.05,188.25,184.05,187.5,750,198.4624481109866,204.66634171189153,34.85453749542667,194.91383528348982,200.48154334212194,-5.567708058632121,-4.377746951913335,-1.189961106718786,200.2025,7.513574995335091,215.22964999067017,185.1753500093298,186.63660777385158
2023-05-17,185.05,192.5,185.05,190.5,1991,197.70411971946407,204.1107988996605,39.02837475560154,194.23478370141447,199.74216976122403,-5.507386059809562,-4.60367477349258,-0.903711286316982,199.42749999999998,7.681616383493542,214.79073276698708,184.06426723301288,188.23353356890462
2023-05-18,187.75,194.95,187.75,194.5,2494,197.39896546046748,203.73390482516402,44.165036810925415,194.27558620888917,199.35386089002228,-5.078274681133109,-4.698594755020686,-0.3796799261124235,198.78,7.513748801539095,213.8074976030782,183.7525023969218,191.75512367491166
2023-05-21,197.0,201.95,192.0,197.3,10960,197.38954017851822,203.48159483202033,47.49930838910818,194.74088063829083,199.20172304631694,-4.46084240802611,-4.651044285621771,0.1902018775956611,198.32,7.2946700080479605,212.9093400160959,183.73065998390408,195.46070671378092
2023-05-22,194.4,197.3,191.6,196.5,1660,197.3048220662784,203.2078067993921,46.64228786950146,195.0115143862461,199.0015954132564,-3.9900810270103193,-4.518851633899481,0.5287706068891618,197.54500000000002,6.550168740293223,210.64533748058648,184.44466251941355,197.20360424028266
2023-05-23,199.35,201.0,193.6,198.5,3793,197.41864853615664,203.02318692490613,49.11415768363582,195.54820448066977,198.96444019745962,-3.4162357167898563,-4.298328450477556,0.8820927336877,196.87,5.610338201645325,208.09067640329064,185.64932359670937,197.49166077738514
2023-05-24,196.55,200.5,189.0,199.45,2160,197.61211058033217,202.88306194745883,50.29212140762756,196.14848071441287,199.00040759024037,-2.851926875827502,-4.009048135547546,1.1571212597200438,196.4675,5.07035436838999,206.60820873677997,186.32679126322003,198.61706713780916
2023-05-28,202.4,202.4,194.5,196.95,5695,197.54905242982434,202.65039285148006,47.195844479538906,196.27179137373398,198.84852554651886,-2.5767341727848816,-3.7225853429950133,1.1458511702101317,196.095,4.718354418762061,205.53170883752412,186.65829116247588,198.7151943462897
2023-05-30,195.0,199.85,186.5,190.0,2970,196.83009505555538,202.15429901416712,39.85062956399133,195.3069003931595,198.1930792097397,-2.886178816580184,-3.5553040377120477,0.6691252211318637,195.52,4.72572467291625,204.97144934583253,186.0685506541675,194.83212014134276
2023-05-31,190.0,192.8,180.5,181.5,7026,195.37008600264534,201.34432650380765,33.07150635257082,193.18276187113497,196.95655482383307,-3.773792952698102,-3.599001820709259,-0.17479113198884288,194.72,5.638948203530884,205.99789640706177,183.44210359293822,187.33727915194348
2023-06-01,180.5,190.5,180.0,185.15,2651,194.39674447858388,200.70925487620735,37.952635534862395,191.9469523524988,196.08199520725285,-4.135042854754033,-3.7062100275182144,-0.42883282723581884,193.8775,5.751646789352822,205.38079357870564,182.37420642129436,182.68296819787986
2023-06-04,187.75,192.5,187.75,190.0,7132,193.97800690919496,200.28928409674825,43.816104812352336,191.64742122134516,195.63147704375262,-3.98405582240747,-3.761779186496066,-0.2222766359114039,193.405,5.657154296715009,204.71930859343001,182.09069140657,185.7855477031802
2023-06-05,192.5,192.5,185.0,189.5,8243,193.5515300607002,199.86617491648363,43.36117405838154,191.3170487257536,195.1772935590302,-3.860244833276596,-3.781472315852172,-0.07877251742442404,192.9875,5.619839738303001,204.227179476606,181.747820523394,189.8364664310954
2023-06-06,192.25,195.0,184.8,195.0,5955,193.68947957872876,199.67534452760194,49.564507990215624,191.8836566140992,195.16416070280576,-3.28050408870655,-3.681278670423048,0.4007745817164978,192.5875,5.133324433234388,202.8541488664688,182.32085113353122,191.85310954063604
2023-06-07,197.45,197.45,190.5,196.35,5190,193.94286247599268,199.54493885985283,50.9835921784031,192.57078636577623,195.25200065074608,-2.6812142849698546,-3.4812657933324096,0.800051508362555,192.6825,5.186908495128977,203.05631699025795,182.30868300974205,195.04597173144876
2023-06-08,199.0,199.0,190.45,194.0,5485,193.94830414494578,199.3274902771135,48.42914191856212,192.79066538642604,195.15925986180193,-2.368594475375886,-3.2587315297411052,0.8901370543652192,192.5325,5.098097555383731,202.72869511076746,182.33630488923254,195.9586219081272
2023-06-11,191.15,205.0,188.35,205.0,17351,195.00084660733188,199.54994163879533,58.827863094305776,194.66902455774513,195.88820357574252,-1.2191790179973907,-2.850821027392363,1.6316420093949722,192.8075,5.615773719950194,204.0390474399004,181.5759525600996,198.03561837455825
2023-06-12,208.1,208.1,198.55,201.5,9771,195.61981359710978,199.62641451570533,55.025941956889554,195.71994385655358,196.3038921997616,-0.5839483432080215,-2.3974464905554944,1.813498147347473,193.23250000000002,5.943202109619737,205.11890421923948,181.34609578076055,202.8525441696113
2023-06-13,204.5,204.5,199.0,202.5,9598,196.27506944500408,199.7391041425404,55.902836415829846,196.7630294170838,196.76286314792742,0.00016626915638084938,-1.9179239386131195,1.9180902077695003,193.91000000000003,6.19625523581521,206.30251047163046,181.5174895283696,203.07915194346288
2023-06-14,203.5,208.6,200.0,204.45,16710,197.05363425976557,199.92384515655846,57.637388209454826,197.94564027599398,197.3322806925254,0.6133595834685934,-1.411667234196777,2.0250268176653705,194.8075,6.36417346930199,207.53584693860398,182.07915306139603,202.77939929328625
2023-06-15,207.5,207.5,198.3,202.5,3725,197.57233575883552,200.02487083669342,55.29506059550055,198.64631100276415,197.71507471530128,0.9312362874628661,-0.9430865298648484,1.8743228173277147,195.5575,6.341493992162291,208.24048798432457,182.87451201567544,203.74462897526502
2023-06-18,199.55,203.95,199.5,202.5,10003,198.0416371151369,200.12193472545056,55.29506059550055,199.23918623310814,198.06951362527897,1.1696726078291704,-0.5205347023260447,1.690207310155215,196.1575,6.405163932328258,208.96782786465653,183.34717213534347,202.8086925795053
2023-06-19,205.5,205.5,194.0,195.0,12830,197.75195738988577,199.9210745401388,46.80961863732336,198.5870037357069,197.84214224562868,0.7448614900782218,-0.2674554638451915,1.0123169539234134,196.1825,6.399327164467647,208.9811543289353,183.3838456710647,199.7621554770318
2023-06-20,197.9,200.0,193.6,194.9,6210,197.48034240037285,199.72416965621179,46.70670077905157,198.01977239175199,197.62420578298952,0.39556660876246497,-0.13485104932366018,0.5304176580861252,196.0625,6.39977127469567,208.86204254939133,183.26295745060867,195.46939929328622
2023-06-21,197.75,197.75,188.5,190.0,15074,196.7679288384326,199.34282966969366,41.8510969411686,196.78596125455937,197.05944979906437,-0.2734885445049997,-0.1625785483599281,-0.1109099961450716,195.7375,6.5398952792194365,208.81729055843888,182.65770944156114,192.5503886925795
2023-06-22,192.8,195.65,189.0,189.5,5612,196.07574513953423,198.95683634931353,41.37838540295583,195.66504413847332,196.49949055468923,-0.8344464162159113,-0.29695212193112475,-0.5374942942847866,195.2875,6.6485430734860085,208.58458614697201,181.99041385302797,190.14918727915196
2023-06-25,192.25,195.1,185.0,195.1,14532,195.98281703100716,198.80558786502675,48.407186806233206,195.5781142710159,196.3958245876752,-0.8177103166593156,-0.4011037608767629,-0.4166065557825527,195.07,6.575961006415223,208.22192201283045,181.91807798716954,190.99837455830388
2023-06-26,198.0,200.95,191.5,197.5,19250,196.1273106471017,198.75438834090806,51.1125689027464,195.8737889985519,196.4776153589585,-0.6038263604066003,-0.44164828078273044,-0.16217807962386988,195.0975,6.585380039386997,208.26826007877398,181.92673992122602,195.49766784452294
2023-06-27,194.65,197.5,192.5,195.0,8962,196.01994772833012,198.60715742557835,48.27297078591261,195.73935992185162,196.36816236940604,-0.6288024475544205,-0.4790791141370685,-0.149723333417352,195.3475,6.475672592581761,208.29884518516351,182.39615481483648,196.99604240282687
2023-06-28,197.75,200.7,190.0,191.5,5844,195.58947651610822,198.32844536967332,44.542081213082646,195.0871507031052,196.00755774945003,-0.9204070463448204,-0.567344700578619,-0.35306234576620144,195.8475,5.688411002805696,207.22432200561138,184.4706779943886,194.19194346289754
2023-07-02,189.0,193.0,186.35,190.5,8614,195.10476446695506,198.02144751203906,43.50744287754627,194.3814352103198,195.59959050875003,-1.2181552984302186,-0.6975068201489389,-0.5206484782812797,196.115,5.2692279470424825,206.65345589408497,185.57654410591505,191.1657243816254
2023-07-03,193.3,193.3,185.0,186.0,3020,194.23764404153079,197.55001819784144,39.105420756163795,193.09198363950136,194.8885097303241,-1.7965260908227378,-0.9173106742836987,-0.8792154165390391,195.91500000000002,5.580277770863993,207.075555541728,184.75444445827205,188.71201413427565
2023-07-04,188.7,191.4,182.0,191.4,3846,193.96739222805166,197.30884101361235,46.14692001782438,192.8316784641935,194.63010160215194,-1.7984231379584514,-1.0935331670186494,-0.704889970939802,196.01000000000002,5.480602156697639,206.9712043133953,185.04879568660473,188.05420494699646
2023-07-05,189.0,192.5,182.3,191.5,8760,193.73240249204676,197.081043326804,46.27082466701465,192.62680485431756,194.39824222421475,-1.7714373698971997,-1.2291140075943594,-0.5423233623028403,195.835,5.569704234800687,206.97440846960137,184.69559153039864,190.66134275618373
2023-07-06,188.7,191.0,181.0,191.0,7096,193.4721736832804,196.84257103947837,45.70459630284405,192.37652718442254,194.14652057797662,-1.7699933935540741,-1.3372898847863024,-0.43270350876777175,195.5675,5.671217148669872,206.90993429733973,184.22506570266026,191.81491166077737
2023-07-09,188.4,188.7,185.25,188.7,2555,193.0176809515394,196.5232545281263,43.092276550087504,191.8109076175883,193.74307460923762,-1.932166991649325,-1.4562653061589068,-0.4759016854904181,195.30249999999998,5.868705474580169,207.03991094916032,183.56508905083965,190.25759717314486
2023-07-10,186.25,187.25,182.0,187.25,6754,192.46837800377375,196.15959748780762,41.48253342703256,191.10922952257474,193.26210611966448,-2.152876597089744,-1.5955875643450743,-0.5572890327446696,194.415,5.663551517331905,205.7421030346638,183.08789696533617,188.31388692579503
2023-07-11,189.5,189.5,176.9,182.0,7222,191.47138962246197,195.6043191549524,36.20849172785432,189.7078095960248,192.4278760367264,-2.7200664407016006,-1.8204833396163798,-0.8995831010852209,193.44,6.04528089112743,205.53056178225486,181.34943821774513,185.34561837455828
2023-07-12,179.55,186.65,177.55,186.0,14040,190.95030489651322,195.2276791880915,42.23453105982265,189.1373773504825,191.95173707104294,-2.8143597205604465,-2.0192586158051933,-0.7951011047552532,192.61499999999998,5.867037717532267,204.34907543506452,180.88092456493544,183.58565371024733
2023-07-13,188.7,188.7,177.65,180.0,7622,189.9074187158929,194.63051529836244,36.64294063217369,187.73162698886978,191.06642321392866,-3.3347962250588807,-2.2823661376559308,-1.05243008740295,191.39249999999998,5.818307653207015,203.029115306414,179.75588469358595,183.20477031802116
2023-07-16,180.0,182.6,175.25,180.0,3290,188.963855028665,194.05676960038744,36.64294063217369,186.54214591365906,190.24668816104506,-3.7045422473860015,-2.566801359601945,-1.1377408877840565,190.26749999999998,5.7321869391412985,201.73187387828258,178.80312612171738,180.76749116607775
2023-07-17,180.0,182.5,175.15,182.45,1820,188.34348788307784,193.60160216507813,40.38092200127818,185.91258500386533,189.66915570467137,-3.756570700806037,-2.8047552278427634,-0.9518154729632737,189.26500000000001,5.209710063656843,199.6844201273137,178.84557987268633,180.28929328621905
2023-07-18,180.0,182.5,180.0,181.0,2878,187.6441080846895,193.10742168801625,38.917486763260776,185.15680269557834,189.02699602284386,-3.8701933272655253,-3.017842847727316,-0.8523504795382095,188.565,5.337555620319004,199.24011124063802,177.88988875936198,181.79056537102474
2023-07-19,183.6,186.0,178.5,180.0,9399,186.91609779090953,192.5934051512313,37.89743142196702,184.3634484347201,188.35832965078137,-3.994881216061259,-3.2132505213941047,-0.7816306946671543,187.82,5.445553473392581,198.71110694678515,176.92889305321484,180.97936395759714
2023-07-20,180.0,182.5,175.0,179.0,12072,186.1621837155848,192.06033043941832,36.85706953602834,183.53830252168626,187.6651200470198,-4.126817525333536,-3.3959639221819913,-0.7308536031515445,187.27,5.760194623904843,198.79038924780969,175.74961075219034,179.5936042402827
2023-07-23,177.0,187.5,177.0,179.2,6704,185.4991185998148,191.55600375551958,37.22822320526881,182.87087136450378,187.0380741176109,-4.167202753107119,-3.550211688367017,-0.6169910647401022,186.755,6.005543491773089,198.7660869835462,174.7439130164538,179.0442402826855
2023-07-24,179.2,185.0,177.5,184.5,7734,185.40396444745147,191.27929772589138,46.24548235541935,183.1215065391955,186.8500686274175,-3.7285620882219916,-3.5858817683380124,-0.14268031988397922,186.225,5.689753023961887,197.60450604792376,174.84549395207623,180.90452296819788
2023-07-25,182.5,182.5,180.05,182.5,2254,185.12739640483704,190.9350115405623,43.694676156429935,183.02589014855005,186.52784132168287,-3.5019511731328237,-3.569095649296975,0.06714447616415153,185.475,5.081403142315728,195.63780628463144,175.31219371536855,183.47971731448763
2023-07-26,179.85,182.0,177.5,182.0,3670,184.8295491281859,190.5846189311285,43.05529561134994,182.86806089492697,186.19244566822488,-3.3243847732979077,-3.520153474097162,0.19576870079925435,184.825,4.608302004905974,194.04160400981195,175.60839599018803,182.94678445229678
2023-07-27,179.5,180.0,177.4,177.4,3165,184.12197302073963,190.0675750514764,37.60358653564084,182.0268207572459,185.5411533965045,-3.514332639258612,-3.5189893071294525,0.004656667870840625,184.12,4.6119239049731275,193.34384780994625,174.89615219005375,180.2810600706714
2023-07-30,179.9,179.9,173.4,173.4,4160,183.10083273305014,189.41394465730087,33.617404565666874,180.69961756382347,184.64180870046712,-3.9421911366436575,-3.6036296730322936,-0.33856146361136386,183.26500000000001,4.940277533222465,193.14555506644496,173.38444493355507,176.29787985865727
2023-07-31,171.0,180.55,170.5,180.55,3545,182.85789628228346,189.06633898446557,44.86771654291138,180.6765994770814,184.33871175969176,-3.662112282610366,-3.615326194947908,-0.04678608766245773,182.9925,4.93177866387708,192.85605732775417,173.12894267224584,175.6897879858657
2023-08-01,178.5,178.5,173.5,177.25,4188,182.323810922066,188.60295314193752,41.38183471373305,180.14943032676118,183.8136219997146,-3.6641916729534216,-3.625099290549011,-0.039092382404410486,182.285,4.6702051121415735,191.62541022428314,172.94458977571685,178.57886925795054
2023-08-02,179.5,179.5,171.5,174.0,3449,181.53106702472638,188.03028831284192,38.231517179808584,179.20336412264407,183.0866870367728,-3.883322914128712,-3.6767440152649518,-0.20657889886376024,181.41,4.488687535290622,190.38737507058124,172.43262492941875,177.01402826855124
2023-08-03,176.45,176.45,171.0,172.05,2215,180.62810826046672,187.4036103397893,36.43906433492173,178.1028465653142,182.2691546636785,-4.166308098364311,-3.774656831884824,-0.39165126647948734,180.4625,4.35590570073366,189.17431140146732,171.7506885985327,173.25173144876325
2023-08-06,170.1,174.0,166.15,172.0,7144,179.8063836642318,186.79954718920933,36.39195015764782,177.1639470937274,181.50847654044304,-4.344529446715654,-3.88863135485099,-0.45589809186466423,179.6275,4.2939208864331935,188.2153417728664,171.0396582271336,171.86756183745584
2023-08-07,169.6,172.4,165.0,166.9,3130,178.57720426763828,186.01917278963248,31.866118309647092,175.58487831007702,180.4263671670769,-4.841488856999888,-4.07920285528077,-0.7622860017191178,178.61,4.776576620397314,188.16315324079466,169.05684675920537,170.08473498233215
2023-08-08,169.0,169.0,164.6,165.15,2370,177.29842290881558,185.20077385670572,30.466011268925058,173.97951241621902,179.2947844139601,-5.315271997741064,-4.326416683772829,-0.9888553139682354,177.76749999999998,5.567676331903831,188.90285266380764,166.63214733619233,166.6404946996466
2023-08-09,163.0,169.8,162.85,169.8,2031,176.5842873936903,184.59682194075648,38.231975320492026,173.3365105060315,178.59146704996306,-5.25495654393157,-4.512124655804577,-0.7428318881269931,176.9575,5.484746191891995,187.926992383784,165.988007616216,166.38978798586572
2023-08-10,167.45,167.55,165.15,166.5,1340,175.6238790704817,183.8871426489621,35.225223001705146,172.28473965894972,177.69580282403987,-5.411063165090155,-4.691912357661693,-0.7191508074284627,176.2825,5.905200094653429,188.09290018930685,164.47209981069315,168.2018374558304
2023-08-13,164.2,167.5,162.5,167.0,4625,174.80255725424536,183.22490176076752,36.04591454463914,171.47170278834204,176.90352113337028,-5.431818345028233,-4.839893555135001,-0.5919247898932323,175.6325,6.183387655220807,187.99927531044162,163.26572468955837,167.31614840989397
2023-08-14,165.0,166.5,163.5,165.5,4055,173.9165994205077,182.52980757407076,34.628447436115266,170.55297928244326,176.05881586423175,-5.505836581788486,-4.973082160465698,-0.5327544213227879,174.785,6.358895551239957,187.5027911024799,162.0672088975201,166.15356890459364
2023-08-15,163.2,163.2,159.0,159.0,5170,172.4959709042689,181.60707002214644,29.259066794450135,168.77559785437506,174.79519987428864,-6.019602019913577,-5.1823861323552745,-0.8372158875583029,173.685,7.088224111343553,187.8614482226871,159.5085517773129,163.4275618374558
2023-08-16,157.5,163.35,155.55,163.35,3531,171.62492605624328,180.8911064918662,36.369809720293816,167.9408904921635,173.947407291008,-6.006516798844501,-5.34721226565312,-0.6593045331913814,172.8525,7.282594155352858,187.4176883107057,158.28731168929428,160.7844876325088
2023-08-17,163.5,163.5,157.5,159.15,1215,170.43683786041058,180.03851408042047,32.9282338549867,166.58844580106143,172.85130304722964,-6.26285724616821,-5.530341261756138,-0.7325159844120721,171.85999999999999,7.739009184507767,187.33801836901551,156.38198163098446,161.03173144876325
2023-08-20,157.5,163.2,155.35,163.2,1130,169.74761520703814,179.3781801949138,38.92944115540076,166.06714644705198,172.1363917103978,-6.069245263345806,-5.638122062074071,-0.43112320127173476,171.06,7.767249055794326,186.59449811158865,155.52550188841136,161.21098939929328
2023-08-21,163.0,165.0,153.4,157.5,8211,168.5811756635107,178.5202123441329,34.2805329825311,164.7491239167363,171.0522145466646,-6.303090629928306,-5.771115775644918,-0.531974854283388,169.70999999999998,7.653905092036092,185.01781018407218,154.40218981592778,160.59954063604238
2023-08-22,155.5,157.0,151.9,155.1,6082,167.29725417174777,177.601772644363,32.519614481419055,163.26464331416148,169.87056902468944,-6.60592571052797,-5.938077762621528,-0.6678479479064414,168.34,7.696181554921721,183.73236310984345,152.94763689015656,157.43268551236747
2023-08-23,155.0,159.5,153.05,159.0,3016,166.50703948872416,176.8722913641919,38.08535701684306,162.608544342752,169.06534168952726,-6.456797346775261,-6.041821679452275,-0.4149756673229854,167.19,7.253249725395445,181.6964994507909,152.6835005492091,156.07272084805652
2023-08-24,156.9,159.5,154.4,154.5,5951,165.36351191836948,175.99494660481184,34.54487958238663,161.36107598232863,167.98642749030304,-6.625351507974415,-6.158527645156704,-0.4668238628177104,166.04500000000002,7.363331983194751,180.77166396638953,151.3183360336105,156.98332155477033
2023-08-27,152.55,156.0,152.55,153.6,2040,164.24317744995335,175.11671340462317,33.866781671045956,160.1670642927396,166.92076619472502,-6.7537019019854085,-6.277562496522446,-0.47613940546296263,165.055,7.647959824272504,180.35091964854502,149.759080351455,154.85045936395755
2023-08-28,152.2,157.5,152.2,154.0,3703,163.26763674043397,174.28860699659873,34.4823400768676,159.21828517077967,165.96367240252317,-6.745387231743507,-6.3711274435666585,-0.3742597881768486,163.72750000000002,7.1015468107494355,177.9305936214989,149.52440637850114,153.38671378091874
2023-08-29,152.15,156.05,152.15,153.3,1930,162.31833800324978,173.46552436928113,33.88788800699696,158.30777975989048,165.02562259492888,-6.717842835038397,-6.440470521861006,-0.2773723131773904,162.53,6.70978076353761,175.94956152707522,149.11043847292478,153.6521554770318
2023-08-30,152.0,153.95,152.0,153.95,2100,161.5213534315117,172.70020968813284,35.00830066198982,157.63735210452273,164.20520610641563,-6.567854001892897,-6.465947217867385,-0.10190678402551168,161.5275,6.396369755778214,174.32023951155642,148.73476048844358,153.60533568904594
2023-09-03,152.5,152.5,150.0,150.0,6020,160.42408167612962,171.81000538663744,31.513212937719246,156.46237485767307,163.15296861705153,-6.690593759378459,-6.510876526169601,-0.17971723320885769,160.425,6.387518668218897,173.20003733643782,147.6499626635622,152.49424028268552
2023-09-04,148.0,150.9,148.0,150.9,1480,159.517026278403,170.99000517539676,33.15083299067608,155.60662487956952,162.24534131208475,-6.638716432515224,-6.536444507438726,-0.10227192507649807,159.37,6.1116454843453365,171.59329096869067,147.14670903130934,150.63166077738515
2023-09-05,150.0,150.5,150.0,150.0,2676,158.610642823317,170.16686771753805,32.31860252156696,154.74406720578958,161.33827899267106,-6.594211786881488,-6.547997963327279,-0.046213823554208666,158.525,6.183626512177812,170.89225302435563,146.1577469756444,150.17226148409893
2023-09-07,148.0,152.0,147.5,148.0,1055,157.6001054115725,169.29757878743854,30.48698092760182,153.70651840489887,160.35025832654728,-6.643739921648404,-6.567146354991504,-0.07659356665689998,157.66750000000002,6.401835160409537,170.47117032081908,144.86382967918095,149.45978798586572
2023-09-10,148.0,149.95,146.35,147.5,1170,156.63819061047036,168.44277177616644,30.02879080967689,152.75166941952983,159.3983873393956,-6.646717919865779,-6.583060667966359,-0.06365725189941962,156.5525,6.112981764461182,168.77846352892237,144.32653647107765,147.881554770318
2023-09-11,147.5,154.0,147.5,152.5,5040,156.24407721899698,167.8175650398462,39.776102249959,152.71295104729447,158.88739568462557,-6.174444637331106,-6.501337461839309,0.326892824508203,155.85250000000002,5.701672769321696,167.25584553864343,144.4491544613566,149.05795053003533
2023-09-12,154.0,154.5,150.5,153.0,4205,155.9351174838544,167.23648405789143,40.666229495389736,152.7571124246338,158.45129230057924,-5.694179875945451,-6.339905944660538,0.6457260687150868,155.1525,5.0873546791611215,165.32720935832225,144.97779064167776,152.28939929328618
2023-09-13,152.5,157.5,151.2,157.25,3505,156.060344390154,166.84485723209175,47.73720704458065,153.44832589776706,158.36230768572153,-4.913981787954469,-6.054721113319325,1.140739325364856,154.74,4.505365222651475,163.75073044530296,145.72926955469705,154.87296819787986
2023-09-17,158.5,158.5,150.75,152.0,2568,155.67364492442505,166.26270596808817,41.20470730506327,153.22550652887983,157.89102563492736,-4.665519106047526,-5.776880711864965,1.1113616058174394,154.39000000000001,4.428246653141218,163.24649330628245,145.53350669371758,155.21819787985862
2023-09-18,152.0,155.0,150.5,152.0,1433,155.3237739792417,165.70338416541804,41.20470730506327,153.03696706289833,157.4546533656735,-4.4176863027751665,-5.505041830047006,1.0873555272718392,153.82250000000002,3.9173525901804354,161.6572051803609,145.98779481963913,152.73992932862188
2023-09-19,151.0,162.2,151.0,162.0,10903,155.95960502883773,165.55815341383303,54.8525904370357,154.41589520706782,157.79134570895695,-3.3754505018891336,-5.079123564415432,1.7036730625262981,153.965,4.16533627883672,162.29567255767344,145.63432744232657,154.93480565371024
2023-09-21,164.2,173.2,164.2,172.0,25755,157.48726169275795,165.81077484858469,63.88153034355667,157.12114209828815,158.84383861940458,-1.7226965211164327,-4.407838155755632,2.6851416346391996,154.40500000000003,5.456789590187871,165.31857918037576,143.4914208196243,164.74204946996466
2023-09-24,169.6,171.85,162.5,167.15,10026,158.40752248392388,165.86329348197353,57.839852996271354,158.6640433139361,159.45910983278202,-0.7950665188459141,-3.685283828373689,2.890217309527775,154.8875,6.129971129837012,167.14744225967402,142.62755774032595,170.5847703180212
2023-09-25,164.85,170.0,161.05,164.15,6760,158.95442510450255,165.7961055022883,54.41185953775051,159.50803665025362,159.80658317850188,-0.29854652824826644,-3.0079363683486045,2.709389840100338,155.33999999999997,6.471020419003596,168.28204083800716,142.3979591619928,167.36325088339225
