Date,Open,High,Low,Close,Volume,EMA20,EMA50,RSI,EMA12,EMA26,MACD,MACD_Signal,MACD_Hist,BB_Middle,BB_Std,BB_Upper,BB_Lower
1997-07-20,173.26,173.26,173.26,173.26,0.0,173.26,173.26,,173.26,173.26,0.0,0.0,0.0,,,,
1997-07-21,173.25,173.25,173.25,173.25,0.0,173.2590476190476,173.25960784313725,0.0,173.25846153846155,173.25925925925927,-0.000797720797720558,-0.0001595441595441116,-0.0006381766381764464,,,,
1997-07-22,173.03,173.03,173.03,173.03,0.0,173.23723356009071,173.2506036139946,0.0,173.22331360946745,173.24227709190674,-0.01896348243928969,-0.003920331815493228,-0.015043150623796464,,,,
1997-07-23,173.03,173.03,173.03,173.03,0.0,173.21749703055826,173.24195249187716,0.0,173.19357305416477,173.22655286287662,-0.03297980871184336,-0.009732227194763255,-0.023247581517080104,,,,
1997-07-24,172.66,172.66,172.66,172.66,0.0,173.16440207526702,173.21913082552905,0.0,173.11148489198558,173.184585984145,-0.07310109215941907,-0.022406000187694418,-0.05069509197172465,,,,
1997-07-27,173.15,173.15,173.15,173.15,0.0,173.16303044905112,173.2164198127632,43.993495339093876,173.11741029321857,173.1820240593935,-0.06461376617494352,-0.03084755338514424,-0.033766212789799285,,,,
1997-07-29,172.88,172.88,172.88,172.88,0.0,173.1360751681891,173.20322687892937,34.88611549257055,173.0808856327234,173.15965190684585,-0.07876627412244375,-0.040431297532604146,-0.0383349765898396,,,,
1997-07-30,172.12,172.12,172.12,172.12,0.0,173.03930610455205,173.16074739348116,21.434910948587586,172.93305707384286,173.0826406544869,-0.1495835806440482,-0.062261754154892955,-0.08732182648915524,,,,
1997-07-31,171.7,171.7,171.7,171.7,0.0,172.91175314221374,173.10346318197207,17.43424650567067,172.74335598555936,172.98022282822862,-0.23686684266925795,-0.09718277185776597,-0.13968407081149198,,,,
1997-08-03,171.52,171.52,171.52,171.52,0.0,172.7792052239077,173.04136658660062,16.05152522631903,172.5551473723964,172.87205817428574,-0.3169108018893496,-0.14112837786408272,-0.1757824240252669,,,,
1997-08-04,171.36,171.36,171.36,171.36,0.0,172.64404282163076,172.97543064202804,14.918865584707248,172.37127854587388,172.76005386507939,-0.38877531920550723,-0.19065776613236762,-0.1981175530731396,,,,
1997-08-05,171.16,171.16,171.16,171.16,0.0,172.50270541004687,172.90423728351715,13.624659399148669,172.18492800035483,172.641531356555,-0.4566033562001621,-0.24384688414592653,-0.2127564720542356,,,,
1997-08-06,171.1,171.1,171.1,171.1,0.0,172.36911441861383,172.83348288024197,13.253214136967202,172.01801600030024,172.527343848662,-0.509327848361778,-0.29694307698909683,-0.2123847713726812,,,,
1997-08-07,171.24,171.24,171.24,171.24,0.0,172.2615797120792,172.7709933555266,18.814906141250646,171.8983212310233,172.43198504505742,-0.5336638140341279,-0.34428722439810305,-0.18937658963602483,,,,
1997-08-10,170.39,170.39,170.39,170.39,0.0,172.0833340252145,172.6776210670746,13.257332152345924,171.66627181086588,172.28072689357168,-0.6144550827058026,-0.398320796059643,-0.21613428664615963,,,,
1997-08-11,169.38,169.38,169.38,169.38,0.0,171.8258736418607,172.548302593856,9.620835953207987,171.31453768611726,172.06585823478858,-0.7513205486713161,-0.46892074658197763,-0.2823998020893385,,,,
1997-08-12,169.28,169.28,169.28,169.28,0.0,171.58340948549304,172.42013386468517,9.347445556885049,171.00153188825306,171.859498365545,-0.8579664772919386,-0.5467298927239699,-0.31123658456796877,,,,
1997-08-13,169.28,169.28,169.28,169.28,0.0,171.36403715354132,172.29699136018772,9.347445556885049,170.7366808285218,171.66842441254167,-0.9317435840198698,-0.6237326309831499,-0.3080109530367199,,,,
