Date,Open,High,Low,Close,Volume,EMA20,EMA50,RSI,EMA12,EMA26,MACD,MACD_Signal,MACD_Hist,BB_Middle,BB_Std,BB_Upper,BB_Lower
2012-01-01,49.19,49.19,49.19,49.19,100,49.19,49.19,,49.19,49.19,0.0,0.0,0.0,,,,
2012-01-02,49.19,53.0,50.14,53.0,235,49.552857142857135,49.33941176470588,100.0,49.776153846153846,49.47222222222222,0.303931623931625,0.060786324786325,0.24314529914529998,,,,
2012-01-03,53.0,56.81,53.0,53.0,2686,49.881156462585025,49.482964244521334,100.0,50.27213017751479,49.733539094650205,0.5385910828645848,0.156347276401977,0.3822438064626078,,,,
2012-01-04,53.0,52.05,52.05,52.05,50,50.08771298995788,49.58363231336364,97.97623213986822,50.54564861174328,49.90512879134278,0.6405198204004989,0.2531817852016814,0.38733803519881754,,,,
2012-01-05,52.05,51.09,51.09,51.09,1250,50.183168895676175,49.642705555976825,95.86491869215715,50.629394979167394,49.992897029021094,0.6364979501462997,0.3298450181906051,0.30665293195569465,,,,
2012-01-08,51.09,51.41,50.78,51.09,844,50.269533762754634,49.69946220084048,95.86491869215715,50.70025729006472,50.07416391576027,0.6260933743044461,0.3890946894133733,0.23699868489107284,,,,
2012-01-09,51.09,51.73,50.14,51.09,3559,50.34767340439705,49.753993094925164,95.86491869215715,50.76021770697784,50.14941103311136,0.6108066738664775,0.43343708630399413,0.17736958756248333,,,,
2012-01-10,51.09,53.0,51.73,51.73,414,50.47932355635923,49.83148356179085,95.93780658067783,50.9094149828274,50.266491697325336,0.6429232855020643,0.47533432614360815,0.1675889593584562,,,,
2012-01-11,51.73,52.05,52.05,52.05,236,50.62891178908692,49.9184842064265,95.97599960228828,51.084889600853955,50.39860342344939,0.6862861774045683,0.5175246963958002,0.1687614810087681,,,,
2012-01-12,52.05,51.09,49.19,49.83,937,50.552824952031024,49.91501423754703,89.67672095579445,50.89182966226104,50.35648465134203,0.5353450109190092,0.5210887593004421,0.01425625161856714,,,,
2012-01-16,49.83,50.78,47.92,50.78,2376,50.57446067088521,49.9489352478393,89.97980268975687,50.87462509883626,50.38785615865003,0.48676894018623074,0.5142247954775998,-0.02745585529136907,,,,
2012-01-18,50.78,51.73,51.09,51.09,2603,50.623559654610425,49.993682885178934,90.08212806934048,50.907759699015294,50.43986681356485,0.46789288545044627,0.5049584134721692,-0.037065528021722915,,,,
2012-01-22,51.09,50.14,48.56,48.56,4227,50.42703016369514,49.93746002693663,82.66286053817711,50.546565899166794,50.30061741996745,0.24594847919934182,0.45315642661760375,-0.20720794741826193,,,,
2012-01-23,48.56,51.09,48.87,51.09,1628,50.49017014810513,49.98265767293911,84.0753253759733,50.63017114544883,50.35909020367357,0.27108094177526,0.416741329649135,-0.14566038787387503,,,,
2012-01-25,51.09,50.14,49.19,49.19,258,50.36634441971417,49.951573058314054,78.87806793213451,50.40860635384132,50.272490929327375,0.13611542451394598,0.36061614862209723,-0.22450072410815125,,,,
2012-01-26,49.19,48.56,48.56,48.56,553,50.194311617836625,49.897001565831154,77.17453195713537,50.12420537632727,50.145639749377196,-0.021434373049928013,0.2842060442876922,-0.3056404173376202,,,,
2012-01-29,48.56,50.46,49.51,50.46,573,50.21961527328076,49.91907993579856,78.67066461570964,50.17586608766153,50.16892569386778,0.006940393793755106,0.22875291418890478,-0.22181252039514968,,,,
2012-02-01,50.46,49.51,48.24,49.51,1905,50.15203286630164,49.90303758537509,75.9886936162795,50.07342515109822,50.120116383210906,-0.046691232112685555,0.17366408492858673,-0.2203553170412723,,,,
2012-02-02,49.51,50.14,48.24,49.19,725,50.060410688558626,49.87507532712509,75.06044681772978,49.937513589390804,50.05121887334343,-0.11370528395262625,0.11619021115234414,-0.22989549510497037,,,,
2012-02-05,49.19,49.83,47.6,48.87,5961,49.94703824202923,49.8356606084143,74.08582908138845,49.773280729484526,49.96372117902169,-0.19044044953716366,0.05486407901444258,-0.24530452855160623,50.571,1.401108208000482,53.373216416000965,47.76878358399903
2012-02-06,48.87,48.56,47.6,48.56,13376,49.81493936183597,49.78563470220198,73.09565596269653,49.58662215571768,49.85974183242749,-0.2731196767098112,-0.010732672130408176,-0.262387004579403,50.539500000000004,1.440323337236983,53.42014667447397,47.65885332552604
2012-02-07,48.56,48.87,46.97,47.6,3631,49.60399275594683,49.69992353740975,69.9766008292413,49.28098797791496,49.69235354854397,-0.4113655706290089,-0.09085925183012833,-0.3205063187988806,50.2695,1.4607981776376506,53.1910963552753,47.3479036447247
2012-02-08,47.6,48.24,48.24,48.24,120,49.47408868395189,49.64267163398192,70.86904215519814,49.12083598131266,49.58477180420738,-0.4639358228947188,-0.16547456604304644,-0.29846125685167235,50.03150000000001,1.3779285559357444,52.7873571118715,47.275642888128516
2012-02-09,48.24,47.92,47.29,47.92,1224,49.326080237861234,49.57511588362969,69.75260335483708,48.936091984187634,49.46145537426609,-0.5253633900784536,-0.2374523308501279,-0.28791105922832566,49.825,1.3689469637183516,52.562893927436704,47.0871060725633
2012-02-12,47.92,48.24,47.29,47.29,313,49.1321678342554,49.48550349603637,67.49812875835961,48.682847063543385,49.30060682802415,-0.6177597644807662,-0.31351381757625557,-0.3042459469045106,49.635,1.445688690373448,52.526377380746894,46.7436226192531
2012-02-13,47.29,47.6,46.97,47.6,546,48.98624708813583,49.41156218246632,68.04542665086771,48.51625520761363,49.174635951874215,-0.6583807442605831,-0.3824872029131211,-0.275893541347462,49.4605,1.471223890793688,52.40294778158738,46.51805221841263
2012-02-14,47.6,48.24,47.6,48.24,457,48.91517593688481,49.36561856746764,69.19858524135503,48.4737544064423,49.10540365914279,-0.631649252700484,-0.43231961287059373,-0.19932963982989027,49.318,1.4428356582931126,52.203671316586224,46.43232868341377
2012-02-15,48.24,48.56,47.6,47.92,763,48.820397276229116,49.30892764325323,67.87957008447106,48.38856142083579,49.017595980687766,-0.6290345598519735,-0.47166260226686973,-0.1573719575851038,49.1275,1.3565547498990602,51.84060949979812,46.414390500201876
2012-02-16,47.92,47.6,46.65,47.29,653,48.67464515468348,49.22975401018447,65.24286912924447,48.21955197147644,48.88962590804422,-0.6700739365677819,-0.5113448691270522,-0.15872906744072968,48.889500000000005,1.2283299531006446,51.346159906201294,46.43284009379872
2012-02-21,47.29,47.6,46.97,47.29,1263,48.54277418757077,49.15368522547136,65.24286912924447,48.07654397586468,48.771135100040944,-0.694591124176263,-0.5479941201368944,-0.1465970040393686,48.7625,1.2569464879955046,51.276392975991016,46.24860702400899
2012-02-23,47.29,47.29,46.97,46.97,341,48.39298616970689,49.06805051074699,63.78335616700155,47.90630644111627,48.637717685223095,-0.7314112441068232,-0.5846775449308802,-0.14673369917594303,48.572,1.2233543188601197,51.018708637720245,46.12529136227976
2012-02-26,46.97,47.6,46.97,47.6,331,48.31746367735385,49.01047990248241,65.42331704286248,47.85918237325223,48.560849708539905,-0.7016673352876737,-0.6080755030022389,-0.09359183228543477,48.3975,1.0865390491202702,50.57057809824054,46.22442190175946
2012-02-27,47.6,47.6,47.6,47.6,667,48.24913380332015,48.95516696513016,65.42331704286248,47.81930816198266,48.48967565605547,-0.6703674940728064,-0.6205339012163524,-0.049833592856453945,48.3495,1.100102746397627,50.549705492795255,46.14929450720474
2012-02-28,47.6,48.56,47.29,48.56,537,48.27874010776585,48.93967022139957,67.98529200166578,47.93326075244687,48.494884866718024,-0.5616241142711544,-0.6087519438273128,0.04712782955615835,48.223,0.8946690067164328,50.01233801343287,46.43366198656713
